,newspaper,year,week,word,stat,metric,value,year_week,hot_topics
7596,elcomercio_peru,2022,34,contagios,max,like_count,9.0,2022w34,
7597,elcomercio_peru,2022,34,contagios,mean,like_count,3.888888888888889,2022w34,
7598,elcomercio_peru,2022,34,contagios,min,like_count,1.0,2022w34,
7599,elcomercio_peru,2022,34,contagios,ratio,like_count,3.888888888888889,2022w34,
7600,elcomercio_peru,2022,34,contagios,std,like_count,2.3687784005919825,2022w34,
7601,elcomercio_peru,2022,34,contagios,sum,like_count,35.0,2022w34,
7602,elcomercio_peru,2022,34,covid,count,like_count,19.0,2022w34,covid
7603,elcomercio_peru,2022,34,covid,max,like_count,33.0,2022w34,covid
7604,elcomercio_peru,2022,34,covid,mean,like_count,6.2105263157894735,2022w34,covid
7605,elcomercio_peru,2022,34,covid,min,like_count,0.0,2022w34,covid
7606,elcomercio_peru,2022,34,covid,ratio,like_count,6.2105263157894735,2022w34,covid
7607,elcomercio_peru,2022,34,covid,std,like_count,7.405545574983513,2022w34,covid
7608,elcomercio_peru,2022,34,covid,sum,like_count,118.0,2022w34,covid
7609,elcomercio_peru,2022,34,dólar,count,like_count,11.0,2022w34,
7610,elcomercio_peru,2022,34,dólar,max,like_count,5.0,2022w34,
7611,elcomercio_peru,2022,34,dólar,mean,like_count,2.8181818181818183,2022w34,
7612,elcomercio_peru,2022,34,dólar,min,like_count,0.0,2022w34,
7613,elcomercio_peru,2022,34,dólar,ratio,like_count,2.8181818181818183,2022w34,
7614,elcomercio_peru,2022,34,dólar,std,like_count,1.7215215257545757,2022w34,
7615,elcomercio_peru,2022,34,dólar,sum,like_count,31.0,2022w34,
7616,elcomercio_peru,2022,34,eeuu,count,like_count,14.0,2022w34,
7617,elcomercio_peru,2022,34,eeuu,max,like_count,7.0,2022w34,
7618,elcomercio_peru,2022,34,eeuu,mean,like_count,2.9285714285714284,2022w34,
7619,elcomercio_peru,2022,34,eeuu,min,like_count,0.0,2022w34,
7620,elcomercio_peru,2022,34,eeuu,ratio,like_count,2.9285714285714284,2022w34,
7621,elcomercio_peru,2022,34,eeuu,std,like_count,2.0926349130034314,2022w34,
7622,elcomercio_peru,2022,34,eeuu,sum,like_count,41.0,2022w34,
7623,elcomercio_peru,2022,34,lima,count,like_count,23.0,2022w34,
7624,elcomercio_peru,2022,34,lima,max,like_count,32.0,2022w34,
7625,elcomercio_peru,2022,34,lima,mean,like_count,7.521739130434782,2022w34,
7626,elcomercio_peru,2022,34,lima,min,like_count,0.0,2022w34,
7627,elcomercio_peru,2022,34,lima,ratio,like_count,7.521739130434782,2022w34,
7628,elcomercio_peru,2022,34,lima,std,like_count,7.585090430439485,2022w34,
7629,elcomercio_peru,2022,34,lima,sum,like_count,173.0,2022w34,
7630,elcomercio_peru,2022,34,millones,count,like_count,21.0,2022w34,
7631,elcomercio_peru,2022,34,millones,max,like_count,29.0,2022w34,
7632,elcomercio_peru,2022,34,millones,mean,like_count,8.095238095238095,2022w34,
7633,elcomercio_peru,2022,34,millones,min,like_count,0.0,2022w34,
7634,elcomercio_peru,2022,34,millones,ratio,like_count,8.095238095238095,2022w34,
7635,elcomercio_peru,2022,34,millones,std,like_count,8.01189591735166,2022w34,
7636,elcomercio_peru,2022,34,millones,sum,like_count,170.0,2022w34,
7637,elcomercio_peru,2022,34,mono,count,like_count,12.0,2022w34,
7638,elcomercio_peru,2022,34,mono,max,like_count,24.0,2022w34,
7639,elcomercio_peru,2022,34,mono,mean,like_count,7.333333333333333,2022w34,
7640,elcomercio_peru,2022,34,mono,min,like_count,1.0,2022w34,
7641,elcomercio_peru,2022,34,mono,ratio,like_count,7.333333333333333,2022w34,
7642,elcomercio_peru,2022,34,mono,std,like_count,6.429100507328636,2022w34,
7643,elcomercio_peru,2022,34,mono,sum,like_count,88.0,2022w34,
7644,elcomercio_peru,2022,34,muerte,count,like_count,12.0,2022w34,
7645,elcomercio_peru,2022,34,muerte,max,like_count,12.0,2022w34,
7646,elcomercio_peru,2022,34,muerte,mean,like_count,6.75,2022w34,
7647,elcomercio_peru,2022,34,muerte,min,like_count,0.0,2022w34,
7648,elcomercio_peru,2022,34,muerte,ratio,like_count,6.75,2022w34,
7649,elcomercio_peru,2022,34,muerte,std,like_count,3.720337228116437,2022w34,
7650,elcomercio_peru,2022,34,muerte,sum,like_count,81.0,2022w34,
7651,elcomercio_peru,2022,34,mujer,count,like_count,10.0,2022w34,
7652,elcomercio_peru,2022,34,mujer,max,like_count,38.0,2022w34,
7653,elcomercio_peru,2022,34,mujer,mean,like_count,8.1,2022w34,
7654,elcomercio_peru,2022,34,mujer,min,like_count,2.0,2022w34,
7655,elcomercio_peru,2022,34,mujer,ratio,like_count,8.1,2022w34,
7656,elcomercio_peru,2022,34,mujer,std,like_count,10.908202825804482,2022w34,
7657,elcomercio_peru,2022,34,mujer,sum,like_count,81.0,2022w34,
7658,elcomercio_peru,2022,34,mundo,count,like_count,14.0,2022w34,
7659,elcomercio_peru,2022,34,mundo,max,like_count,11.0,2022w34,
7660,elcomercio_peru,2022,34,mundo,mean,like_count,4.5,2022w34,
7661,elcomercio_peru,2022,34,mundo,min,like_count,0.0,2022w34,
7662,elcomercio_peru,2022,34,mundo,ratio,like_count,4.5,2022w34,
7663,elcomercio_peru,2022,34,mundo,std,like_count,3.4585457148255916,2022w34,
7664,elcomercio_peru,2022,34,mundo,sum,like_count,63.0,2022w34,
7665,elcomercio_peru,2022,34,méxico,count,like_count,13.0,2022w34,
7666,elcomercio_peru,2022,34,méxico,max,like_count,29.0,2022w34,
7667,elcomercio_peru,2022,34,méxico,mean,like_count,5.076923076923077,2022w34,
7668,elcomercio_peru,2022,34,méxico,min,like_count,0.0,2022w34,
7669,elcomercio_peru,2022,34,méxico,ratio,like_count,5.076923076923077,2022w34,
7670,elcomercio_peru,2022,34,méxico,std,like_count,7.952583840714271,2022w34,
7671,elcomercio_peru,2022,34,méxico,sum,like_count,66.0,2022w34,
7672,elcomercio_peru,2022,34,pasó,count,like_count,8.0,2022w34,
7673,elcomercio_peru,2022,34,pasó,max,like_count,10.0,2022w34,
7674,elcomercio_peru,2022,34,pasó,mean,like_count,4.125,2022w34,
7675,elcomercio_peru,2022,34,pasó,min,like_count,0.0,2022w34,
7676,elcomercio_peru,2022,34,pasó,ratio,like_count,4.125,2022w34,
7677,elcomercio_peru,2022,34,pasó,std,like_count,3.563204817496262,2022w34,
7678,elcomercio_peru,2022,34,pasó,sum,like_count,33.0,2022w34,
7679,elcomercio_peru,2022,34,país,count,like_count,9.0,2022w34,país
7680,elcomercio_peru,2022,34,país,max,like_count,15.0,2022w34,país
7681,elcomercio_peru,2022,34,país,mean,like_count,5.0,2022w34,país
7682,elcomercio_peru,2022,34,país,min,like_count,0.0,2022w34,país
7683,elcomercio_peru,2022,34,país,ratio,like_count,5.0,2022w34,país
7684,elcomercio_peru,2022,34,país,std,like_count,4.415880433163923,2022w34,país
7685,elcomercio_peru,2022,34,país,sum,like_count,45.0,2022w34,país
7686,elcomercio_peru,2022,34,perucheck,count,like_count,19.0,2022w34,
7687,elcomercio_peru,2022,34,perucheck,max,like_count,0.0,2022w34,
7688,elcomercio_peru,2022,34,perucheck,mean,like_count,0.0,2022w34,
7689,elcomercio_peru,2022,34,perucheck,min,like_count,0.0,2022w34,
7690,elcomercio_peru,2022,34,perucheck,ratio,like_count,0.0,2022w34,
7691,elcomercio_peru,2022,34,perucheck,std,like_count,0.0,2022w34,
7692,elcomercio_peru,2022,34,perucheck,sum,like_count,0.0,2022w34,
7693,elcomercio_peru,2022,34,perú,count,like_count,32.0,2022w34,país
7694,elcomercio_peru,2022,34,perú,max,like_count,33.0,2022w34,país
7695,elcomercio_peru,2022,34,perú,mean,like_count,6.75,2022w34,país
7696,elcomercio_peru,2022,34,perú,min,like_count,0.0,2022w34,país
7697,elcomercio_peru,2022,34,perú,ratio,like_count,6.75,2022w34,país
7698,elcomercio_peru,2022,34,perú,std,like_count,7.170729031187114,2022w34,país
7699,elcomercio_peru,2022,34,perú,sum,like_count,216.0,2022w34,país
7700,elcomercio_peru,2022,34,policía,count,like_count,9.0,2022w34,
7701,elcomercio_peru,2022,34,policía,max,like_count,14.0,2022w34,
7702,elcomercio_peru,2022,34,policía,mean,like_count,6.444444444444445,2022w34,
7703,elcomercio_peru,2022,34,policía,min,like_count,2.0,2022w34,
7704,elcomercio_peru,2022,34,policía,ratio,like_count,6.444444444444445,2022w34,
7705,elcomercio_peru,2022,34,policía,std,like_count,4.18661889569349,2022w34,
7706,elcomercio_peru,2022,34,policía,sum,like_count,58.0,2022w34,
7707,elcomercio_peru,2022,34,precio,count,like_count,9.0,2022w34,
7708,elcomercio_peru,2022,34,precio,max,like_count,5.0,2022w34,
7709,elcomercio_peru,2022,34,precio,mean,like_count,2.888888888888889,2022w34,
7710,elcomercio_peru,2022,34,precio,min,like_count,1.0,2022w34,
7711,elcomercio_peru,2022,34,precio,ratio,like_count,2.888888888888889,2022w34,
7712,elcomercio_peru,2022,34,precio,std,like_count,1.3642254619787417,2022w34,
7713,elcomercio_peru,2022,34,precio,sum,like_count,26.0,2022w34,
7714,elcomercio_peru,2022,34,reporta,count,like_count,10.0,2022w34,
7715,elcomercio_peru,2022,34,reporta,max,like_count,10.0,2022w34,
7716,elcomercio_peru,2022,34,reporta,mean,like_count,4.5,2022w34,
7717,elcomercio_peru,2022,34,reporta,min,like_count,1.0,2022w34,
7718,elcomercio_peru,2022,34,reporta,ratio,like_count,4.5,2022w34,
7719,elcomercio_peru,2022,34,reporta,std,like_count,2.9533408577782247,2022w34,
7720,elcomercio_peru,2022,34,reporta,sum,like_count,45.0,2022w34,
7721,elcomercio_peru,2022,34,rusia,count,like_count,12.0,2022w34,
7722,elcomercio_peru,2022,34,rusia,max,like_count,18.0,2022w34,
7723,elcomercio_peru,2022,34,rusia,mean,like_count,6.666666666666667,2022w34,
7724,elcomercio_peru,2022,34,rusia,min,like_count,0.0,2022w34,
7725,elcomercio_peru,2022,34,rusia,ratio,like_count,6.666666666666667,2022w34,
7726,elcomercio_peru,2022,34,rusia,std,like_count,5.646130345536479,2022w34,
7727,elcomercio_peru,2022,34,rusia,sum,like_count,80.0,2022w34,
7728,elcomercio_peru,2022,34,tipo,count,like_count,11.0,2022w34,
7729,elcomercio_peru,2022,34,tipo,max,like_count,5.0,2022w34,
7730,elcomercio_peru,2022,34,tipo,mean,like_count,2.5454545454545454,2022w34,
7731,elcomercio_peru,2022,34,tipo,min,like_count,0.0,2022w34,
7732,elcomercio_peru,2022,34,tipo,ratio,like_count,2.5454545454545454,2022w34,
7733,elcomercio_peru,2022,34,tipo,std,like_count,1.7529196424044295,2022w34,
7734,elcomercio_peru,2022,34,tipo,sum,like_count,28.0,2022w34,
7735,elcomercio_peru,2022,34,ucrania,count,like_count,14.0,2022w34,
7736,elcomercio_peru,2022,34,ucrania,max,like_count,18.0,2022w34,
7737,elcomercio_peru,2022,34,ucrania,mean,like_count,7.785714285714286,2022w34,
7738,elcomercio_peru,2022,34,ucrania,min,like_count,1.0,2022w34,
7739,elcomercio_peru,2022,34,ucrania,ratio,like_count,7.785714285714286,2022w34,
7740,elcomercio_peru,2022,34,ucrania,std,like_count,5.885818306986477,2022w34,
7741,elcomercio_peru,2022,34,ucrania,sum,like_count,109.0,2022w34,
7742,elcomercio_peru,2022,34,unidos,count,like_count,9.0,2022w34,
7743,elcomercio_peru,2022,34,unidos,max,like_count,23.0,2022w34,
7744,elcomercio_peru,2022,34,unidos,mean,like_count,7.555555555555555,2022w34,
7745,elcomercio_peru,2022,34,unidos,min,like_count,1.0,2022w34,
7746,elcomercio_peru,2022,34,unidos,ratio,like_count,7.555555555555555,2022w34,
7747,elcomercio_peru,2022,34,unidos,std,like_count,7.584706835321836,2022w34,
7748,elcomercio_peru,2022,34,unidos,sum,like_count,68.0,2022w34,
7749,elcomercio_peru,2022,34,us,count,like_count,11.0,2022w34,
7750,elcomercio_peru,2022,34,us,max,like_count,23.0,2022w34,
7751,elcomercio_peru,2022,34,us,mean,like_count,7.909090909090909,2022w34,
7752,elcomercio_peru,2022,34,us,min,like_count,1.0,2022w34,
7753,elcomercio_peru,2022,34,us,ratio,like_count,7.909090909090909,2022w34,
7754,elcomercio_peru,2022,34,us,std,like_count,7.930378874360865,2022w34,
7755,elcomercio_peru,2022,34,us,sum,like_count,87.0,2022w34,
7756,elcomercio_peru,2022,34,venezuela,count,like_count,12.0,2022w34,
7757,elcomercio_peru,2022,34,venezuela,max,like_count,9.0,2022w34,
7758,elcomercio_peru,2022,34,venezuela,mean,like_count,3.0,2022w34,
7759,elcomercio_peru,2022,34,venezuela,min,like_count,0.0,2022w34,
7760,elcomercio_peru,2022,34,venezuela,ratio,like_count,3.0,2022w34,
7761,elcomercio_peru,2022,34,venezuela,std,like_count,2.486326242032244,2022w34,
7762,elcomercio_peru,2022,34,venezuela,sum,like_count,36.0,2022w34,
7763,elcomercio_peru,2022,34,viruela,count,like_count,12.0,2022w34,
7764,elcomercio_peru,2022,34,viruela,max,like_count,24.0,2022w34,
7765,elcomercio_peru,2022,34,viruela,mean,like_count,7.333333333333333,2022w34,
7766,elcomercio_peru,2022,34,viruela,min,like_count,1.0,2022w34,
7767,elcomercio_peru,2022,34,viruela,ratio,like_count,7.333333333333333,2022w34,
7768,elcomercio_peru,2022,34,viruela,std,like_count,6.429100507328636,2022w34,
7769,elcomercio_peru,2022,34,viruela,sum,like_count,88.0,2022w34,
7770,elcomercio_peru,2022,39,agua,count,like_count,10.0,2022w39,
7771,elcomercio_peru,2022,39,agua,max,like_count,12.0,2022w39,
7772,elcomercio_peru,2022,39,agua,mean,like_count,2.9,2022w39,
7773,elcomercio_peru,2022,39,agua,min,like_count,0.0,2022w39,
7774,elcomercio_peru,2022,39,agua,ratio,like_count,2.9,2022w39,
7775,elcomercio_peru,2022,39,agua,std,like_count,3.6347092196090616,2022w39,
7776,elcomercio_peru,2022,39,agua,sum,like_count,29.0,2022w39,
7777,elcomercio_peru,2022,39,alcaldía,count,like_count,10.0,2022w39,
7778,elcomercio_peru,2022,39,alcaldía,max,like_count,4.0,2022w39,
7779,elcomercio_peru,2022,39,alcaldía,mean,like_count,0.4,2022w39,
7780,elcomercio_peru,2022,39,alcaldía,min,like_count,0.0,2022w39,
7781,elcomercio_peru,2022,39,alcaldía,ratio,like_count,0.4,2022w39,
7782,elcomercio_peru,2022,39,alcaldía,std,like_count,1.2649110640673518,2022w39,
7783,elcomercio_peru,2022,39,alcaldía,sum,like_count,4.0,2022w39,
7784,elcomercio_peru,2022,39,años,count,like_count,15.0,2022w39,
7785,elcomercio_peru,2022,39,años,max,like_count,13.0,2022w39,
7786,elcomercio_peru,2022,39,años,mean,like_count,4.666666666666667,2022w39,
7787,elcomercio_peru,2022,39,años,min,like_count,1.0,2022w39,
7788,elcomercio_peru,2022,39,años,ratio,like_count,4.666666666666667,2022w39,
7789,elcomercio_peru,2022,39,años,std,like_count,3.559026084010437,2022w39,
7790,elcomercio_peru,2022,39,años,sum,like_count,70.0,2022w39,
7791,elcomercio_peru,2022,39,bolsonaro,count,like_count,11.0,2022w39,
7792,elcomercio_peru,2022,39,bolsonaro,max,like_count,12.0,2022w39,
7793,elcomercio_peru,2022,39,bolsonaro,mean,like_count,4.545454545454546,2022w39,
7794,elcomercio_peru,2022,39,bolsonaro,min,like_count,0.0,2022w39,
7795,elcomercio_peru,2022,39,bolsonaro,ratio,like_count,4.545454545454546,2022w39,
7796,elcomercio_peru,2022,39,bolsonaro,std,like_count,4.009080601924495,2022w39,
7797,elcomercio_peru,2022,39,bolsonaro,sum,like_count,50.0,2022w39,
7798,elcomercio_peru,2022,39,cambio,count,like_count,14.0,2022w39,
7799,elcomercio_peru,2022,39,cambio,max,like_count,12.0,2022w39,
7800,elcomercio_peru,2022,39,cambio,mean,like_count,2.9285714285714284,2022w39,
7801,elcomercio_peru,2022,39,cambio,min,like_count,0.0,2022w39,
7802,elcomercio_peru,2022,39,cambio,ratio,like_count,2.9285714285714284,2022w39,
7803,elcomercio_peru,2022,39,cambio,std,like_count,2.9211242755088382,2022w39,
7804,elcomercio_peru,2022,39,cambio,sum,like_count,41.0,2022w39,
7805,elcomercio_peru,2022,39,candidato,count,like_count,19.0,2022w39,
7806,elcomercio_peru,2022,39,candidato,max,like_count,16.0,2022w39,
7807,elcomercio_peru,2022,39,candidato,mean,like_count,2.736842105263158,2022w39,
7808,elcomercio_peru,2022,39,candidato,min,like_count,0.0,2022w39,
7809,elcomercio_peru,2022,39,candidato,ratio,like_count,2.736842105263158,2022w39,
7810,elcomercio_peru,2022,39,candidato,std,like_count,4.305579135947502,2022w39,
7811,elcomercio_peru,2022,39,candidato,sum,like_count,52.0,2022w39,
7812,elcomercio_peru,2022,39,candidatos,count,like_count,13.0,2022w39,
7813,elcomercio_peru,2022,39,candidatos,max,like_count,27.0,2022w39,
7814,elcomercio_peru,2022,39,candidatos,mean,like_count,3.3846153846153846,2022w39,
7815,elcomercio_peru,2022,39,candidatos,min,like_count,0.0,2022w39,
7816,elcomercio_peru,2022,39,candidatos,ratio,like_count,3.3846153846153846,2022w39,
7817,elcomercio_peru,2022,39,candidatos,std,like_count,7.533685038306968,2022w39,
7818,elcomercio_peru,2022,39,candidatos,sum,like_count,44.0,2022w39,
7819,elcomercio_peru,2022,39,conoce,count,like_count,13.0,2022w39,
7820,elcomercio_peru,2022,39,conoce,max,like_count,15.0,2022w39,
7821,elcomercio_peru,2022,39,conoce,mean,like_count,4.153846153846154,2022w39,
7822,elcomercio_peru,2022,39,conoce,min,like_count,0.0,2022w39,
7823,elcomercio_peru,2022,39,conoce,ratio,like_count,4.153846153846154,2022w39,
7824,elcomercio_peru,2022,39,conoce,std,like_count,3.912504608009083,2022w39,
7825,elcomercio_peru,2022,39,conoce,sum,like_count,54.0,2022w39,
7826,elcomercio_peru,2022,39,consulta,count,like_count,11.0,2022w39,
7827,elcomercio_peru,2022,39,consulta,max,like_count,11.0,2022w39,
7828,elcomercio_peru,2022,39,consulta,mean,like_count,2.727272727272727,2022w39,
7829,elcomercio_peru,2022,39,consulta,min,like_count,0.0,2022w39,
7830,elcomercio_peru,2022,39,consulta,ratio,like_count,2.727272727272727,2022w39,
7831,elcomercio_peru,2022,39,consulta,std,like_count,3.0030287741181936,2022w39,
7832,elcomercio_peru,2022,39,consulta,sum,like_count,30.0,2022w39,
7833,elcomercio_peru,2022,39,cuba,count,like_count,10.0,2022w39,
7834,elcomercio_peru,2022,39,cuba,max,like_count,12.0,2022w39,
7835,elcomercio_peru,2022,39,cuba,mean,like_count,5.3,2022w39,
7836,elcomercio_peru,2022,39,cuba,min,like_count,1.0,2022w39,
7837,elcomercio_peru,2022,39,cuba,ratio,like_count,5.3,2022w39,
7838,elcomercio_peru,2022,39,cuba,std,like_count,3.8600518131237562,2022w39,
7839,elcomercio_peru,2022,39,cuba,sum,like_count,53.0,2022w39,
7840,elcomercio_peru,2022,39,dólar,count,like_count,13.0,2022w39,
7841,elcomercio_peru,2022,39,dólar,max,like_count,11.0,2022w39,
7842,elcomercio_peru,2022,39,dólar,mean,like_count,3.1538461538461537,2022w39,
7843,elcomercio_peru,2022,39,dólar,min,like_count,0.0,2022w39,
7844,elcomercio_peru,2022,39,dólar,ratio,like_count,3.1538461538461537,2022w39,
7845,elcomercio_peru,2022,39,dólar,std,like_count,2.8238907511373337,2022w39,
7846,elcomercio_peru,2022,39,dólar,sum,like_count,41.0,2022w39,
7847,elcomercio_peru,2022,39,eeuu,count,like_count,14.0,2022w39,
7848,elcomercio_peru,2022,39,eeuu,max,like_count,30.0,2022w39,
7849,elcomercio_peru,2022,39,eeuu,mean,like_count,6.285714285714286,2022w39,
7850,elcomercio_peru,2022,39,eeuu,min,like_count,0.0,2022w39,
7851,elcomercio_peru,2022,39,eeuu,ratio,like_count,6.285714285714286,2022w39,
7852,elcomercio_peru,2022,39,eeuu,std,like_count,8.668497975016038,2022w39,
7853,elcomercio_peru,2022,39,eeuu,sum,like_count,88.0,2022w39,
7854,elcomercio_peru,2022,39,elecciones,count,like_count,35.0,2022w39,
7855,elcomercio_peru,2022,39,elecciones,max,like_count,27.0,2022w39,
7856,elcomercio_peru,2022,39,elecciones,mean,like_count,3.7714285714285714,2022w39,
7857,elcomercio_peru,2022,39,elecciones,min,like_count,0.0,2022w39,
7858,elcomercio_peru,2022,39,elecciones,ratio,like_count,3.7714285714285714,2022w39,
7859,elcomercio_peru,2022,39,elecciones,std,like_count,4.863342558399124,2022w39,
7860,elcomercio_peru,2022,39,elecciones,sum,like_count,132.0,2022w39,
7861,elcomercio_peru,2022,39,florida,count,like_count,16.0,2022w39,
7862,elcomercio_peru,2022,39,florida,max,like_count,20.0,2022w39,
7863,elcomercio_peru,2022,39,florida,mean,like_count,7.8125,2022w39,
7864,elcomercio_peru,2022,39,florida,min,like_count,1.0,2022w39,
7865,elcomercio_peru,2022,39,florida,ratio,like_count,7.8125,2022w39,
7866,elcomercio_peru,2022,39,florida,std,like_count,5.659431655799606,2022w39,
7867,elcomercio_peru,2022,39,florida,sum,like_count,125.0,2022w39,
7868,elcomercio_peru,2022,39,huracán,count,like_count,24.0,2022w39,
7869,elcomercio_peru,2022,39,huracán,max,like_count,16.0,2022w39,
7870,elcomercio_peru,2022,39,huracán,mean,like_count,5.5,2022w39,
7871,elcomercio_peru,2022,39,huracán,min,like_count,1.0,2022w39,
7872,elcomercio_peru,2022,39,huracán,ratio,like_count,5.5,2022w39,
7873,elcomercio_peru,2022,39,huracán,std,like_count,4.086031347641994,2022w39,
7874,elcomercio_peru,2022,39,huracán,sum,like_count,132.0,2022w39,
7875,elcomercio_peru,2022,39,ian,count,like_count,27.0,2022w39,
7876,elcomercio_peru,2022,39,ian,max,like_count,20.0,2022w39,
7877,elcomercio_peru,2022,39,ian,mean,like_count,5.814814814814815,2022w39,
7878,elcomercio_peru,2022,39,ian,min,like_count,0.0,2022w39,
7879,elcomercio_peru,2022,39,ian,ratio,like_count,5.814814814814815,2022w39,
7880,elcomercio_peru,2022,39,ian,std,like_count,4.875661982959829,2022w39,
7881,elcomercio_peru,2022,39,ian,sum,like_count,157.0,2022w39,
7882,elcomercio_peru,2022,39,lima,count,like_count,39.0,2022w39,
7883,elcomercio_peru,2022,39,lima,max,like_count,77.0,2022w39,
7884,elcomercio_peru,2022,39,lima,mean,like_count,5.923076923076923,2022w39,
7885,elcomercio_peru,2022,39,lima,min,like_count,0.0,2022w39,
7886,elcomercio_peru,2022,39,lima,ratio,like_count,5.923076923076923,2022w39,
7887,elcomercio_peru,2022,39,lima,std,like_count,12.937877104363427,2022w39,
7888,elcomercio_peru,2022,39,lima,sum,like_count,231.0,2022w39,
7889,elcomercio_peru,2022,39,lula,count,like_count,11.0,2022w39,
7890,elcomercio_peru,2022,39,lula,max,like_count,9.0,2022w39,
7891,elcomercio_peru,2022,39,lula,mean,like_count,3.8181818181818183,2022w39,
7892,elcomercio_peru,2022,39,lula,min,like_count,0.0,2022w39,
7893,elcomercio_peru,2022,39,lula,ratio,like_count,3.8181818181818183,2022w39,
7894,elcomercio_peru,2022,39,lula,std,like_count,2.6388702816994174,2022w39,
7895,elcomercio_peru,2022,39,lula,sum,like_count,42.0,2022w39,
7896,elcomercio_peru,2022,39,millones,count,like_count,16.0,2022w39,
7897,elcomercio_peru,2022,39,millones,max,like_count,21.0,2022w39,
7898,elcomercio_peru,2022,39,millones,mean,like_count,4.125,2022w39,
7899,elcomercio_peru,2022,39,millones,min,like_count,0.0,2022w39,
7900,elcomercio_peru,2022,39,millones,ratio,like_count,4.125,2022w39,
7901,elcomercio_peru,2022,39,millones,std,like_count,5.110446816733999,2022w39,
7902,elcomercio_peru,2022,39,millones,sum,like_count,66.0,2022w39,
7903,elcomercio_peru,2022,39,nord,count,like_count,10.0,2022w39,
7904,elcomercio_peru,2022,39,nord,max,like_count,14.0,2022w39,
7905,elcomercio_peru,2022,39,nord,mean,like_count,3.4,2022w39,
7906,elcomercio_peru,2022,39,nord,min,like_count,0.0,2022w39,
7907,elcomercio_peru,2022,39,nord,ratio,like_count,3.4,2022w39,
7908,elcomercio_peru,2022,39,nord,std,like_count,4.005551702879947,2022w39,
7909,elcomercio_peru,2022,39,nord,sum,like_count,34.0,2022w39,
7910,elcomercio_peru,2022,39,octubre,count,like_count,10.0,2022w39,
7911,elcomercio_peru,2022,39,octubre,max,like_count,16.0,2022w39,
7912,elcomercio_peru,2022,39,octubre,mean,like_count,5.8,2022w39,
7913,elcomercio_peru,2022,39,octubre,min,like_count,1.0,2022w39,
7914,elcomercio_peru,2022,39,octubre,ratio,like_count,5.8,2022w39,
7915,elcomercio_peru,2022,39,octubre,std,like_count,5.3499740393970345,2022w39,
7916,elcomercio_peru,2022,39,octubre,sum,like_count,58.0,2022w39,
7917,elcomercio_peru,2022,39,perucheck,count,like_count,14.0,2022w39,
7918,elcomercio_peru,2022,39,perucheck,max,like_count,0.0,2022w39,
7919,elcomercio_peru,2022,39,perucheck,mean,like_count,0.0,2022w39,
7920,elcomercio_peru,2022,39,perucheck,min,like_count,0.0,2022w39,
7921,elcomercio_peru,2022,39,perucheck,ratio,like_count,0.0,2022w39,
7922,elcomercio_peru,2022,39,perucheck,std,like_count,0.0,2022w39,
7923,elcomercio_peru,2022,39,perucheck,sum,like_count,0.0,2022w39,
7924,elcomercio_peru,2022,39,perú,count,like_count,38.0,2022w39,país
7925,elcomercio_peru,2022,39,perú,max,like_count,27.0,2022w39,país
7926,elcomercio_peru,2022,39,perú,mean,like_count,4.394736842105263,2022w39,país
7927,elcomercio_peru,2022,39,perú,min,like_count,0.0,2022w39,país
7928,elcomercio_peru,2022,39,perú,ratio,like_count,4.394736842105263,2022w39,país
7929,elcomercio_peru,2022,39,perú,std,like_count,6.140426403382971,2022w39,país
7930,elcomercio_peru,2022,39,perú,sum,like_count,167.0,2022w39,país
7931,elcomercio_peru,2022,39,precio,count,like_count,16.0,2022w39,
7932,elcomercio_peru,2022,39,precio,max,like_count,7.0,2022w39,
7933,elcomercio_peru,2022,39,precio,mean,like_count,2.3125,2022w39,
7934,elcomercio_peru,2022,39,precio,min,like_count,0.0,2022w39,
7935,elcomercio_peru,2022,39,precio,ratio,like_count,2.3125,2022w39,
7936,elcomercio_peru,2022,39,precio,std,like_count,1.778341924377874,2022w39,
7937,elcomercio_peru,2022,39,precio,sum,like_count,37.0,2022w39,
7938,elcomercio_peru,2022,39,regiones,count,like_count,13.0,2022w39,
7939,elcomercio_peru,2022,39,regiones,max,like_count,7.0,2022w39,
7940,elcomercio_peru,2022,39,regiones,mean,like_count,3.1538461538461537,2022w39,
7941,elcomercio_peru,2022,39,regiones,min,like_count,0.0,2022w39,
7942,elcomercio_peru,2022,39,regiones,ratio,like_count,3.1538461538461537,2022w39,
7943,elcomercio_peru,2022,39,regiones,std,like_count,2.034951016861497,2022w39,
7944,elcomercio_peru,2022,39,regiones,sum,like_count,41.0,2022w39,
7945,elcomercio_peru,2022,39,renezp,count,like_count,25.0,2022w39,
7946,elcomercio_peru,2022,39,renezp,max,like_count,0.0,2022w39,
7947,elcomercio_peru,2022,39,renezp,mean,like_count,0.0,2022w39,
7948,elcomercio_peru,2022,39,renezp,min,like_count,0.0,2022w39,
7949,elcomercio_peru,2022,39,renezp,ratio,like_count,0.0,2022w39,
7950,elcomercio_peru,2022,39,renezp,std,like_count,0.0,2022w39,
7951,elcomercio_peru,2022,39,renezp,sum,like_count,0.0,2022w39,
7952,elcomercio_peru,2022,39,rusia,count,like_count,27.0,2022w39,
7953,elcomercio_peru,2022,39,rusia,max,like_count,21.0,2022w39,
7954,elcomercio_peru,2022,39,rusia,mean,like_count,4.185185185185185,2022w39,
