,newspaper,year,week,stat,metric,value,year_week
912,peru21noticias,2022,39,mean,quote_count,0.6288659793814433,2022w39
913,peru21noticias,2022,39,min,quote_count,0.0,2022w39
914,peru21noticias,2022,39,ratio,quote_count,0.6288659793814433,2022w39
915,peru21noticias,2022,39,std,quote_count,4.478176845114197,2022w39
916,peru21noticias,2022,39,sum,quote_count,610.0,2022w39
917,peru21noticias,2022,44,count,quote_count,752.0,2022w44
918,peru21noticias,2022,44,max,quote_count,47.0,2022w44
919,peru21noticias,2022,44,mean,quote_count,0.47606382978723405,2022w44
920,peru21noticias,2022,44,min,quote_count,0.0,2022w44
921,peru21noticias,2022,44,ratio,quote_count,0.47606382978723405,2022w44
922,peru21noticias,2022,44,std,quote_count,2.71592658019252,2022w44
923,peru21noticias,2022,44,sum,quote_count,358.0,2022w44
924,peru21noticias,2022,49,count,quote_count,1064.0,2022w49
925,peru21noticias,2022,49,max,quote_count,80.0,2022w49
926,peru21noticias,2022,49,mean,quote_count,0.8458646616541353,2022w49
927,peru21noticias,2022,49,min,quote_count,0.0,2022w49
928,peru21noticias,2022,49,ratio,quote_count,0.8458646616541353,2022w49
929,peru21noticias,2022,49,std,quote_count,3.824799234705732,2022w49
930,peru21noticias,2022,49,sum,quote_count,900.0,2022w49
931,peru21noticias,2023,2,count,quote_count,525.0,2023w2
932,peru21noticias,2023,2,max,quote_count,287.0,2023w2
933,peru21noticias,2023,2,mean,quote_count,1.8876190476190475,2023w2
934,peru21noticias,2023,2,min,quote_count,0.0,2023w2
935,peru21noticias,2023,2,ratio,quote_count,1.8876190476190475,2023w2
936,peru21noticias,2023,2,std,quote_count,13.769945251198733,2023w2
937,peru21noticias,2023,2,sum,quote_count,991.0,2023w2
938,tromepe,2022,33,count,quote_count,1095.0,2022w33
939,tromepe,2022,33,max,quote_count,97.0,2022w33
940,tromepe,2022,33,mean,quote_count,0.2730593607305936,2022w33
941,tromepe,2022,33,min,quote_count,0.0,2022w33
942,tromepe,2022,33,ratio,quote_count,0.2730593607305936,2022w33
943,tromepe,2022,33,std,quote_count,3.1319774391410355,2022w33
944,tromepe,2022,33,sum,quote_count,299.0,2022w33
945,tromepe,2022,34,count,quote_count,807.0,2022w34
946,tromepe,2022,34,max,quote_count,13.0,2022w34
947,tromepe,2022,34,mean,quote_count,0.14002478314745972,2022w34
948,tromepe,2022,34,min,quote_count,0.0,2022w34
949,tromepe,2022,34,ratio,quote_count,0.14002478314745972,2022w34
950,tromepe,2022,34,std,quote_count,0.7564259040173121,2022w34
951,tromepe,2022,34,sum,quote_count,113.0,2022w34
952,tromepe,2022,39,count,quote_count,956.0,2022w39
953,tromepe,2022,39,max,quote_count,9.0,2022w39
954,tromepe,2022,39,mean,quote_count,0.13179916317991633,2022w39
955,tromepe,2022,39,min,quote_count,0.0,2022w39
956,tromepe,2022,39,ratio,quote_count,0.13179916317991633,2022w39
957,tromepe,2022,39,std,quote_count,0.6369045770369435,2022w39
958,tromepe,2022,39,sum,quote_count,126.0,2022w39
959,tromepe,2022,44,count,quote_count,759.0,2022w44
960,tromepe,2022,44,max,quote_count,97.0,2022w44
961,tromepe,2022,44,mean,quote_count,0.18181818181818182,2022w44
962,tromepe,2022,44,min,quote_count,0.0,2022w44
963,tromepe,2022,44,ratio,quote_count,0.18181818181818182,2022w44
964,tromepe,2022,44,std,quote_count,3.5343973319195534,2022w44
965,tromepe,2022,44,sum,quote_count,138.0,2022w44
966,tromepe,2022,49,count,quote_count,922.0,2022w49
967,tromepe,2022,49,max,quote_count,30.0,2022w49
968,tromepe,2022,49,mean,quote_count,0.2613882863340564,2022w49
969,tromepe,2022,49,min,quote_count,0.0,2022w49
970,tromepe,2022,49,ratio,quote_count,0.2613882863340564,2022w49
971,tromepe,2022,49,std,quote_count,1.4513483277647101,2022w49
972,tromepe,2022,49,sum,quote_count,241.0,2022w49
973,tromepe,2023,2,count,quote_count,628.0,2023w2
974,tromepe,2023,2,max,quote_count,95.0,2023w2
975,tromepe,2023,2,mean,quote_count,0.29777070063694266,2023w2
976,tromepe,2023,2,min,quote_count,0.0,2023w2
977,tromepe,2023,2,ratio,quote_count,0.29777070063694266,2023w2
978,tromepe,2023,2,std,quote_count,3.8960407824198846,2023w2
979,tromepe,2023,2,sum,quote_count,187.0,2023w2
980,DiarioElPeruano,2022,33,count,reply_count,229.0,2022w33
981,DiarioElPeruano,2022,33,max,reply_count,42.0,2022w33
982,DiarioElPeruano,2022,33,mean,reply_count,1.9039301310043668,2022w33
983,DiarioElPeruano,2022,33,min,reply_count,0.0,2022w33
984,DiarioElPeruano,2022,33,ratio,reply_count,1.9039301310043668,2022w33
985,DiarioElPeruano,2022,33,std,reply_count,4.765503997057825,2022w33
986,DiarioElPeruano,2022,33,sum,reply_count,436.0,2022w33
987,DiarioElPeruano,2022,34,count,reply_count,200.0,2022w34
988,DiarioElPeruano,2022,34,max,reply_count,35.0,2022w34
989,DiarioElPeruano,2022,34,mean,reply_count,1.89,2022w34
990,DiarioElPeruano,2022,34,min,reply_count,0.0,2022w34
991,DiarioElPeruano,2022,34,ratio,reply_count,1.89,2022w34
992,DiarioElPeruano,2022,34,std,reply_count,4.444849088223967,2022w34
993,DiarioElPeruano,2022,34,sum,reply_count,378.0,2022w34
994,DiarioElPeruano,2022,39,count,reply_count,226.0,2022w39
995,DiarioElPeruano,2022,39,max,reply_count,11.0,2022w39
996,DiarioElPeruano,2022,39,mean,reply_count,0.6814159292035398,2022w39
997,DiarioElPeruano,2022,39,min,reply_count,0.0,2022w39
998,DiarioElPeruano,2022,39,ratio,reply_count,0.6814159292035398,2022w39
999,DiarioElPeruano,2022,39,std,reply_count,1.4438558667719574,2022w39
1000,DiarioElPeruano,2022,39,sum,reply_count,154.0,2022w39
1001,DiarioElPeruano,2022,44,count,reply_count,186.0,2022w44
1002,DiarioElPeruano,2022,44,max,reply_count,26.0,2022w44
1003,DiarioElPeruano,2022,44,mean,reply_count,1.1129032258064515,2022w44
1004,DiarioElPeruano,2022,44,min,reply_count,0.0,2022w44
1005,DiarioElPeruano,2022,44,ratio,reply_count,1.1129032258064515,2022w44
1006,DiarioElPeruano,2022,44,std,reply_count,2.9834036722618027,2022w44
1007,DiarioElPeruano,2022,44,sum,reply_count,207.0,2022w44
1008,DiarioElPeruano,2022,49,count,reply_count,201.0,2022w49
1009,DiarioElPeruano,2022,49,max,reply_count,95.0,2022w49
1010,DiarioElPeruano,2022,49,mean,reply_count,5.159203980099503,2022w49
1011,DiarioElPeruano,2022,49,min,reply_count,0.0,2022w49
1012,DiarioElPeruano,2022,49,ratio,reply_count,5.159203980099503,2022w49
1013,DiarioElPeruano,2022,49,std,reply_count,11.74880961473051,2022w49
1014,DiarioElPeruano,2022,49,sum,reply_count,1037.0,2022w49
1015,DiarioElPeruano,2023,2,count,reply_count,216.0,2023w2
1016,DiarioElPeruano,2023,2,max,reply_count,642.0,2023w2
1017,DiarioElPeruano,2023,2,mean,reply_count,17.73611111111111,2023w2
1018,DiarioElPeruano,2023,2,min,reply_count,0.0,2023w2
1019,DiarioElPeruano,2023,2,ratio,reply_count,17.73611111111111,2023w2
1020,DiarioElPeruano,2023,2,std,reply_count,73.41040919579847,2023w2
1021,DiarioElPeruano,2023,2,sum,reply_count,3831.0,2023w2
1022,ExpresoPeru,2022,33,count,reply_count,287.0,2022w33
1023,ExpresoPeru,2022,33,max,reply_count,337.0,2022w33
1024,ExpresoPeru,2022,33,mean,reply_count,18.585365853658537,2022w33
1025,ExpresoPeru,2022,33,min,reply_count,0.0,2022w33
1026,ExpresoPeru,2022,33,ratio,reply_count,18.585365853658537,2022w33
1027,ExpresoPeru,2022,33,std,reply_count,39.583569140896294,2022w33
1028,ExpresoPeru,2022,33,sum,reply_count,5334.0,2022w33
1029,ExpresoPeru,2022,34,count,reply_count,208.0,2022w34
1030,ExpresoPeru,2022,34,max,reply_count,993.0,2022w34
1031,ExpresoPeru,2022,34,mean,reply_count,37.19230769230769,2022w34
1032,ExpresoPeru,2022,34,min,reply_count,0.0,2022w34
1033,ExpresoPeru,2022,34,ratio,reply_count,37.19230769230769,2022w34
1034,ExpresoPeru,2022,34,std,reply_count,105.04446511210135,2022w34
1035,ExpresoPeru,2022,34,sum,reply_count,7736.0,2022w34
1036,ExpresoPeru,2022,39,count,reply_count,259.0,2022w39
1037,ExpresoPeru,2022,39,max,reply_count,384.0,2022w39
1038,ExpresoPeru,2022,39,mean,reply_count,16.05019305019305,2022w39
1039,ExpresoPeru,2022,39,min,reply_count,0.0,2022w39
1040,ExpresoPeru,2022,39,ratio,reply_count,16.05019305019305,2022w39
1041,ExpresoPeru,2022,39,std,reply_count,40.0107711994919,2022w39
1042,ExpresoPeru,2022,39,sum,reply_count,4157.0,2022w39
1043,ExpresoPeru,2022,44,count,reply_count,195.0,2022w44
1044,ExpresoPeru,2022,44,max,reply_count,727.0,2022w44
1045,ExpresoPeru,2022,44,mean,reply_count,36.81025641025641,2022w44
1046,ExpresoPeru,2022,44,min,reply_count,0.0,2022w44
1047,ExpresoPeru,2022,44,ratio,reply_count,36.81025641025641,2022w44
1048,ExpresoPeru,2022,44,std,reply_count,102.16108110333386,2022w44
1049,ExpresoPeru,2022,44,sum,reply_count,7178.0,2022w44
1050,ExpresoPeru,2022,49,count,reply_count,250.0,2022w49
1051,ExpresoPeru,2022,49,max,reply_count,618.0,2022w49
1052,ExpresoPeru,2022,49,mean,reply_count,42.42,2022w49
1053,ExpresoPeru,2022,49,min,reply_count,0.0,2022w49
1054,ExpresoPeru,2022,49,ratio,reply_count,42.42,2022w49
1055,ExpresoPeru,2022,49,std,reply_count,89.31171215305886,2022w49
1056,ExpresoPeru,2022,49,sum,reply_count,10605.0,2022w49
1057,ExpresoPeru,2023,2,count,reply_count,255.0,2023w2
1058,ExpresoPeru,2023,2,max,reply_count,977.0,2023w2
1059,ExpresoPeru,2023,2,mean,reply_count,36.37647058823529,2023w2
1060,ExpresoPeru,2023,2,min,reply_count,0.0,2023w2
1061,ExpresoPeru,2023,2,ratio,reply_count,36.37647058823529,2023w2
1062,ExpresoPeru,2023,2,std,reply_count,110.83927959383374,2023w2
1063,ExpresoPeru,2023,2,sum,reply_count,9276.0,2023w2
1064,Gestionpe,2022,33,count,reply_count,1509.0,2022w33
1065,Gestionpe,2022,33,max,reply_count,117.0,2022w33
1066,Gestionpe,2022,33,mean,reply_count,0.8893306825712393,2022w33
1067,Gestionpe,2022,33,min,reply_count,0.0,2022w33
1068,Gestionpe,2022,33,ratio,reply_count,0.8893306825712393,2022w33
1069,Gestionpe,2022,33,std,reply_count,4.811190965236338,2022w33
1070,Gestionpe,2022,33,sum,reply_count,1342.0,2022w33
1071,Gestionpe,2022,34,count,reply_count,848.0,2022w34
1072,Gestionpe,2022,34,max,reply_count,196.0,2022w34
1073,Gestionpe,2022,34,mean,reply_count,1.2040094339622642,2022w34
1074,Gestionpe,2022,34,min,reply_count,0.0,2022w34
1075,Gestionpe,2022,34,ratio,reply_count,1.2040094339622642,2022w34
1076,Gestionpe,2022,34,std,reply_count,8.140422434490327,2022w34
1077,Gestionpe,2022,34,sum,reply_count,1021.0,2022w34
1078,Gestionpe,2022,39,count,reply_count,1199.0,2022w39
1079,Gestionpe,2022,39,max,reply_count,112.0,2022w39
1080,Gestionpe,2022,39,mean,reply_count,0.7773144286905754,2022w39
1081,Gestionpe,2022,39,min,reply_count,0.0,2022w39
1082,Gestionpe,2022,39,ratio,reply_count,0.7773144286905754,2022w39
1083,Gestionpe,2022,39,std,reply_count,4.837901881816172,2022w39
1084,Gestionpe,2022,39,sum,reply_count,932.0,2022w39
1085,Gestionpe,2022,44,count,reply_count,800.0,2022w44
1086,Gestionpe,2022,44,max,reply_count,71.0,2022w44
1087,Gestionpe,2022,44,mean,reply_count,0.94875,2022w44
1088,Gestionpe,2022,44,min,reply_count,0.0,2022w44
1089,Gestionpe,2022,44,ratio,reply_count,0.94875,2022w44
1090,Gestionpe,2022,44,std,reply_count,5.160854237243347,2022w44
1091,Gestionpe,2022,44,sum,reply_count,759.0,2022w44
1092,Gestionpe,2022,49,count,reply_count,809.0,2022w49
1093,Gestionpe,2022,49,max,reply_count,96.0,2022w49
1094,Gestionpe,2022,49,mean,reply_count,2.5550061804697157,2022w49
1095,Gestionpe,2022,49,min,reply_count,0.0,2022w49
1096,Gestionpe,2022,49,ratio,reply_count,2.5550061804697157,2022w49
1097,Gestionpe,2022,49,std,reply_count,7.484290662051457,2022w49
1098,Gestionpe,2022,49,sum,reply_count,2067.0,2022w49
1099,Gestionpe,2023,2,count,reply_count,919.0,2023w2
1100,Gestionpe,2023,2,max,reply_count,241.0,2023w2
1101,Gestionpe,2023,2,mean,reply_count,2.2089227421109903,2023w2
1102,Gestionpe,2023,2,min,reply_count,0.0,2023w2
1103,Gestionpe,2023,2,ratio,reply_count,2.2089227421109903,2023w2
1104,Gestionpe,2023,2,std,reply_count,11.449514399874587,2023w2
1105,Gestionpe,2023,2,sum,reply_count,2030.0,2023w2
1106,diariocorreo,2022,33,count,reply_count,793.0,2022w33
1107,diariocorreo,2022,33,max,reply_count,192.0,2022w33
1108,diariocorreo,2022,33,mean,reply_count,2.6506935687263558,2022w33
1109,diariocorreo,2022,33,min,reply_count,0.0,2022w33
1110,diariocorreo,2022,33,ratio,reply_count,2.6506935687263558,2022w33
1111,diariocorreo,2022,33,std,reply_count,11.98927562230713,2022w33
1112,diariocorreo,2022,33,sum,reply_count,2102.0,2022w33
1113,diariocorreo,2022,34,count,reply_count,474.0,2022w34
1114,diariocorreo,2022,34,max,reply_count,167.0,2022w34
1115,diariocorreo,2022,34,mean,reply_count,3.4894514767932487,2022w34
1116,diariocorreo,2022,34,min,reply_count,0.0,2022w34
1117,diariocorreo,2022,34,ratio,reply_count,3.4894514767932487,2022w34
1118,diariocorreo,2022,34,std,reply_count,12.927873360884279,2022w34
1119,diariocorreo,2022,34,sum,reply_count,1654.0,2022w34
1120,diariocorreo,2022,39,count,reply_count,614.0,2022w39
1121,diariocorreo,2022,39,max,reply_count,94.0,2022w39
1122,diariocorreo,2022,39,mean,reply_count,1.501628664495114,2022w39
1123,diariocorreo,2022,39,min,reply_count,0.0,2022w39
1124,diariocorreo,2022,39,ratio,reply_count,1.501628664495114,2022w39
1125,diariocorreo,2022,39,std,reply_count,6.0745099455717995,2022w39
1126,diariocorreo,2022,39,sum,reply_count,922.0,2022w39
1127,diariocorreo,2022,44,count,reply_count,457.0,2022w44
1128,diariocorreo,2022,44,max,reply_count,116.0,2022w44
1129,diariocorreo,2022,44,mean,reply_count,2.227571115973742,2022w44
1130,diariocorreo,2022,44,min,reply_count,0.0,2022w44
1131,diariocorreo,2022,44,ratio,reply_count,2.227571115973742,2022w44
1132,diariocorreo,2022,44,std,reply_count,9.87491201425812,2022w44
1133,diariocorreo,2022,44,sum,reply_count,1018.0,2022w44
1134,diariocorreo,2022,49,count,reply_count,529.0,2022w49
1135,diariocorreo,2022,49,max,reply_count,233.0,2022w49
1136,diariocorreo,2022,49,mean,reply_count,3.6446124763705106,2022w49
1137,diariocorreo,2022,49,min,reply_count,0.0,2022w49
1138,diariocorreo,2022,49,ratio,reply_count,3.6446124763705106,2022w49
1139,diariocorreo,2022,49,std,reply_count,13.637708636959013,2022w49
1140,diariocorreo,2022,49,sum,reply_count,1928.0,2022w49
1141,diariocorreo,2023,2,count,reply_count,308.0,2023w2
1142,diariocorreo,2023,2,max,reply_count,233.0,2023w2
1143,diariocorreo,2023,2,mean,reply_count,5.805194805194805,2023w2
1144,diariocorreo,2023,2,min,reply_count,0.0,2023w2
1145,diariocorreo,2023,2,ratio,reply_count,5.805194805194805,2023w2
1146,diariocorreo,2023,2,std,reply_count,19.438897142373186,2023w2
1147,diariocorreo,2023,2,sum,reply_count,1788.0,2023w2
1148,diarioojo,2022,33,count,reply_count,793.0,2022w33
1149,diarioojo,2022,33,max,reply_count,138.0,2022w33
1150,diarioojo,2022,33,mean,reply_count,1.0844892812105926,2022w33
1151,diarioojo,2022,33,min,reply_count,0.0,2022w33
1152,diarioojo,2022,33,ratio,reply_count,1.0844892812105926,2022w33
1153,diarioojo,2022,33,std,reply_count,8.045902026303038,2022w33
1154,diarioojo,2022,33,sum,reply_count,860.0,2022w33
1155,diarioojo,2022,34,count,reply_count,555.0,2022w34
1156,diarioojo,2022,34,max,reply_count,232.0,2022w34
1157,diarioojo,2022,34,mean,reply_count,1.3477477477477477,2022w34
1158,diarioojo,2022,34,min,reply_count,0.0,2022w34
1159,diarioojo,2022,34,ratio,reply_count,1.3477477477477477,2022w34
1160,diarioojo,2022,34,std,reply_count,11.694045252892055,2022w34
1161,diarioojo,2022,34,sum,reply_count,748.0,2022w34
1162,diarioojo,2022,39,count,reply_count,550.0,2022w39
1163,diarioojo,2022,39,max,reply_count,39.0,2022w39
1164,diarioojo,2022,39,mean,reply_count,0.8254545454545454,2022w39
1165,diarioojo,2022,39,min,reply_count,0.0,2022w39
1166,diarioojo,2022,39,ratio,reply_count,0.8254545454545454,2022w39
1167,diarioojo,2022,39,std,reply_count,2.5583335153748132,2022w39
1168,diarioojo,2022,39,sum,reply_count,454.0,2022w39
1169,diarioojo,2022,44,count,reply_count,555.0,2022w44
1170,diarioojo,2022,44,max,reply_count,103.0,2022w44
1171,diarioojo,2022,44,mean,reply_count,0.7981981981981981,2022w44
1172,diarioojo,2022,44,min,reply_count,0.0,2022w44
1173,diarioojo,2022,44,ratio,reply_count,0.7981981981981981,2022w44
1174,diarioojo,2022,44,std,reply_count,5.612871713981534,2022w44
1175,diarioojo,2022,44,sum,reply_count,443.0,2022w44
1176,diarioojo,2022,49,count,reply_count,574.0,2022w49
1177,diarioojo,2022,49,max,reply_count,697.0,2022w49
1178,diarioojo,2022,49,mean,reply_count,4.198606271777003,2022w49
1179,diarioojo,2022,49,min,reply_count,0.0,2022w49
1180,diarioojo,2022,49,ratio,reply_count,4.198606271777003,2022w49
1181,diarioojo,2022,49,std,reply_count,41.10199629307282,2022w49
1182,diarioojo,2022,49,sum,reply_count,2410.0,2022w49
1183,diarioojo,2023,2,count,reply_count,329.0,2023w2
1184,diarioojo,2023,2,max,reply_count,108.0,2023w2
1185,diarioojo,2023,2,mean,reply_count,1.033434650455927,2023w2
1186,diarioojo,2023,2,min,reply_count,0.0,2023w2
1187,diarioojo,2023,2,ratio,reply_count,1.033434650455927,2023w2
1188,diarioojo,2023,2,std,reply_count,6.560839155421195,2023w2
1189,diarioojo,2023,2,sum,reply_count,340.0,2023w2
1190,elbuho_pe,2022,34,count,reply_count,58.0,2022w34
1191,elbuho_pe,2022,34,max,reply_count,8.0,2022w34
1192,elbuho_pe,2022,34,mean,reply_count,0.5517241379310345,2022w34
1193,elbuho_pe,2022,34,min,reply_count,0.0,2022w34
1194,elbuho_pe,2022,34,ratio,reply_count,0.5517241379310345,2022w34
1195,elbuho_pe,2022,34,std,reply_count,1.3399713769279127,2022w34
1196,elbuho_pe,2022,34,sum,reply_count,32.0,2022w34
1197,elbuho_pe,2022,39,count,reply_count,97.0,2022w39
1198,elbuho_pe,2022,39,max,reply_count,4.0,2022w39
1199,elbuho_pe,2022,39,mean,reply_count,0.14432989690721648,2022w39
1200,elbuho_pe,2022,39,min,reply_count,0.0,2022w39
1201,elbuho_pe,2022,39,ratio,reply_count,0.14432989690721648,2022w39
1202,elbuho_pe,2022,39,std,reply_count,0.520210108226504,2022w39
1203,elbuho_pe,2022,39,sum,reply_count,14.0,2022w39
1204,elbuho_pe,2022,44,count,reply_count,77.0,2022w44
1205,elbuho_pe,2022,44,max,reply_count,1.0,2022w44
1206,elbuho_pe,2022,44,mean,reply_count,0.06493506493506493,2022w44
1207,elbuho_pe,2022,44,min,reply_count,0.0,2022w44
1208,elbuho_pe,2022,44,ratio,reply_count,0.06493506493506493,2022w44
1209,elbuho_pe,2022,44,std,reply_count,0.2480270750109402,2022w44
1210,elbuho_pe,2022,44,sum,reply_count,5.0,2022w44
1211,elbuho_pe,2022,49,count,reply_count,77.0,2022w49
1212,elbuho_pe,2022,49,max,reply_count,7.0,2022w49
1213,elbuho_pe,2022,49,mean,reply_count,0.44155844155844154,2022w49
1214,elbuho_pe,2022,49,min,reply_count,0.0,2022w49
1215,elbuho_pe,2022,49,ratio,reply_count,0.44155844155844154,2022w49
1216,elbuho_pe,2022,49,std,reply_count,1.2192912791918626,2022w49
1217,elbuho_pe,2022,49,sum,reply_count,34.0,2022w49
1218,elbuho_pe,2023,2,count,reply_count,105.0,2023w2
1219,elbuho_pe,2023,2,max,reply_count,22.0,2023w2
1220,elbuho_pe,2023,2,mean,reply_count,2.2476190476190476,2023w2
1221,elbuho_pe,2023,2,min,reply_count,0.0,2023w2
1222,elbuho_pe,2023,2,ratio,reply_count,2.2476190476190476,2023w2
1223,elbuho_pe,2023,2,std,reply_count,4.659112147966177,2023w2
1224,elbuho_pe,2023,2,sum,reply_count,236.0,2023w2
1225,elcomercio_peru,2022,33,count,reply_count,584.0,2022w33
1226,elcomercio_peru,2022,33,max,reply_count,49.0,2022w33
1227,elcomercio_peru,2022,33,mean,reply_count,1.1284246575342465,2022w33
1228,elcomercio_peru,2022,33,min,reply_count,0.0,2022w33
1229,elcomercio_peru,2022,33,ratio,reply_count,1.1284246575342465,2022w33
1230,elcomercio_peru,2022,33,std,reply_count,3.7046556752070474,2022w33
1231,elcomercio_peru,2022,33,sum,reply_count,659.0,2022w33
1232,elcomercio_peru,2022,34,count,reply_count,457.0,2022w34
1233,elcomercio_peru,2022,34,max,reply_count,48.0,2022w34
1234,elcomercio_peru,2022,34,mean,reply_count,0.9212253829321663,2022w34
1235,elcomercio_peru,2022,34,min,reply_count,0.0,2022w34
1236,elcomercio_peru,2022,34,ratio,reply_count,0.9212253829321663,2022w34
1237,elcomercio_peru,2022,34,std,reply_count,3.4050929714571048,2022w34
1238,elcomercio_peru,2022,34,sum,reply_count,421.0,2022w34
1239,elcomercio_peru,2022,39,count,reply_count,512.0,2022w39
1240,elcomercio_peru,2022,39,max,reply_count,11.0,2022w39
1241,elcomercio_peru,2022,39,mean,reply_count,0.66796875,2022w39
1242,elcomercio_peru,2022,39,min,reply_count,0.0,2022w39
1243,elcomercio_peru,2022,39,ratio,reply_count,0.66796875,2022w39
1244,elcomercio_peru,2022,39,std,reply_count,1.4801720740794087,2022w39
1245,elcomercio_peru,2022,39,sum,reply_count,342.0,2022w39
1246,elcomercio_peru,2022,44,count,reply_count,433.0,2022w44
1247,elcomercio_peru,2022,44,max,reply_count,20.0,2022w44
1248,elcomercio_peru,2022,44,mean,reply_count,1.0877598152424943,2022w44
1249,elcomercio_peru,2022,44,min,reply_count,0.0,2022w44
1250,elcomercio_peru,2022,44,ratio,reply_count,1.0877598152424943,2022w44
1251,elcomercio_peru,2022,44,std,reply_count,2.3730084861860647,2022w44
1252,elcomercio_peru,2022,44,sum,reply_count,471.0,2022w44
1253,elcomercio_peru,2022,49,count,reply_count,442.0,2022w49
1254,elcomercio_peru,2022,49,max,reply_count,366.0,2022w49
1255,elcomercio_peru,2022,49,mean,reply_count,3.8800904977375565,2022w49
1256,elcomercio_peru,2022,49,min,reply_count,0.0,2022w49
1257,elcomercio_peru,2022,49,ratio,reply_count,3.8800904977375565,2022w49
1258,elcomercio_peru,2022,49,std,reply_count,18.89538239170494,2022w49
1259,elcomercio_peru,2022,49,sum,reply_count,1715.0,2022w49
1260,elcomercio_peru,2023,2,count,reply_count,462.0,2023w2
1261,elcomercio_peru,2023,2,max,reply_count,768.0,2023w2
1262,elcomercio_peru,2023,2,mean,reply_count,4.703463203463204,2023w2
1263,elcomercio_peru,2023,2,min,reply_count,0.0,2023w2
1264,elcomercio_peru,2023,2,ratio,reply_count,4.703463203463204,2023w2
1265,elcomercio_peru,2023,2,std,reply_count,36.99675703847774,2023w2
1266,elcomercio_peru,2023,2,sum,reply_count,2173.0,2023w2
1267,ensustrece,2022,34,count,reply_count,24.0,2022w34
1268,ensustrece,2022,34,max,reply_count,140.0,2022w34
1269,ensustrece,2022,34,mean,reply_count,15.791666666666666,2022w34
1270,ensustrece,2022,34,min,reply_count,0.0,2022w34
1271,ensustrece,2022,34,ratio,reply_count,15.791666666666666,2022w34
1272,ensustrece,2022,34,std,reply_count,29.729182218189564,2022w34
1273,ensustrece,2022,34,sum,reply_count,379.0,2022w34
1274,ensustrece,2022,39,count,reply_count,19.0,2022w39
1275,ensustrece,2022,39,max,reply_count,107.0,2022w39
1276,ensustrece,2022,39,mean,reply_count,30.05263157894737,2022w39
1277,ensustrece,2022,39,min,reply_count,0.0,2022w39
1278,ensustrece,2022,39,ratio,reply_count,30.05263157894737,2022w39
1279,ensustrece,2022,39,std,reply_count,40.108843142698774,2022w39
1280,ensustrece,2022,39,sum,reply_count,571.0,2022w39
1281,ensustrece,2022,44,count,reply_count,6.0,2022w44
1282,ensustrece,2022,44,max,reply_count,112.0,2022w44
1283,ensustrece,2022,44,mean,reply_count,51.0,2022w44
1284,ensustrece,2022,44,min,reply_count,4.0,2022w44
1285,ensustrece,2022,44,ratio,reply_count,51.0,2022w44
1286,ensustrece,2022,44,std,reply_count,42.44525886362339,2022w44
1287,ensustrece,2022,44,sum,reply_count,306.0,2022w44
1288,ensustrece,2022,49,count,reply_count,22.0,2022w49
1289,ensustrece,2022,49,max,reply_count,192.0,2022w49
1290,ensustrece,2022,49,mean,reply_count,29.181818181818183,2022w49
1291,ensustrece,2022,49,min,reply_count,0.0,2022w49
1292,ensustrece,2022,49,ratio,reply_count,29.181818181818183,2022w49
1293,ensustrece,2022,49,std,reply_count,47.67412831738522,2022w49
1294,ensustrece,2022,49,sum,reply_count,642.0,2022w49
1295,ensustrece,2023,2,count,reply_count,16.0,2023w2
1296,ensustrece,2023,2,max,reply_count,309.0,2023w2
1297,ensustrece,2023,2,mean,reply_count,42.3125,2023w2
1298,ensustrece,2023,2,min,reply_count,0.0,2023w2
1299,ensustrece,2023,2,ratio,reply_count,42.3125,2023w2
1300,ensustrece,2023,2,std,reply_count,77.7129064784823,2023w2
1301,ensustrece,2023,2,sum,reply_count,677.0,2023w2
1302,larazon_pe,2022,33,count,reply_count,106.0,2022w33
1303,larazon_pe,2022,33,max,reply_count,3.0,2022w33
1304,larazon_pe,2022,33,mean,reply_count,0.10377358490566038,2022w33
1305,larazon_pe,2022,33,min,reply_count,0.0,2022w33
1306,larazon_pe,2022,33,ratio,reply_count,0.10377358490566038,2022w33
1307,larazon_pe,2022,33,std,reply_count,0.4124086111294145,2022w33
1308,larazon_pe,2022,33,sum,reply_count,11.0,2022w33
1309,larazon_pe,2022,34,count,reply_count,60.0,2022w34
1310,larazon_pe,2022,34,max,reply_count,2.0,2022w34
1311,larazon_pe,2022,34,mean,reply_count,0.08333333333333333,2022w34
1312,larazon_pe,2022,34,min,reply_count,0.0,2022w34
1313,larazon_pe,2022,34,ratio,reply_count,0.08333333333333333,2022w34
1314,larazon_pe,2022,34,std,reply_count,0.33403880149460896,2022w34
1315,larazon_pe,2022,34,sum,reply_count,5.0,2022w34
1316,larazon_pe,2022,39,count,reply_count,58.0,2022w39
1317,larazon_pe,2022,39,max,reply_count,1.0,2022w39
1318,larazon_pe,2022,39,mean,reply_count,0.06896551724137931,2022w39
1319,larazon_pe,2022,39,min,reply_count,0.0,2022w39
1320,larazon_pe,2022,39,ratio,reply_count,0.06896551724137931,2022w39
1321,larazon_pe,2022,39,std,reply_count,0.25560859370538297,2022w39
1322,larazon_pe,2022,39,sum,reply_count,4.0,2022w39
1323,larazon_pe,2022,44,count,reply_count,57.0,2022w44
1324,larazon_pe,2022,44,max,reply_count,1.0,2022w44
1325,larazon_pe,2022,44,mean,reply_count,0.10526315789473684,2022w44
1326,larazon_pe,2022,44,min,reply_count,0.0,2022w44
